zip,donations,total,GEOID,variable,estimate,moe,donations_per_1000
21076,1184,37133.1999999999,21076,B01003_001,22041,1730,53.71807086792795
21077,3,86.21000000000001,21077,B01003_001,105,110,28.57142857142857
21078,3100,79610.61000000061,21078,B01003_001,19820,684,156.4076690211907
21082,236,4434.750000000003,21082,B01003_001,694,258,340.0576368876081
21084,1880,31766.83999999992,21084,B01003_001,7366,989,255.22671734998642
21085,2769,60720.31000000001,21085,B01003_001,16590,1310,166.90777576853526
21087,2194,51768.68000000009,21087,B01003_001,5597,525,391.9957119885653
21090,912,24629.47999999995,21090,B01003_001,10346,1099,88.15000966557123
21093,9103,260605.55000000255,21093,B01003_001,38961,1886,233.64390031056698
21102,1820,33108.76999999995,21102,B01003_001,12024,959,151.36393878908848
21104,1121,24535.42999999998,21104,B01003_001,6077,966,184.46601941747574
21108,2665,93759.31000000042,21108,B01003_001,18046,1493,147.6781558240053
21111,900,31044.06999999993,21111,B01003_001,4838,659,186.02728400165358
21113,2621,93812.13000000056,21113,B01003_001,36495,2114,71.81805726811892
21114,5108,183088.8100000013,21114,B01003_001,25126,1537,203.29539122820984
21117,3482,100675.68000000092,21117,B01003_001,58516,2594,59.50509262423952
21120,1165,36591.729999999945,21120,B01003_001,7319,822,159.17475064899577
21122,9814,198584.7000000016,21122,B01003_001,61444,2461,159.72267430505826
21128,1706,38107.33999999993,21128,B01003_001,15934,1436,107.06664993096524
21130,5,202,21130,B01003_001,21,24,238.09523809523807
21131,986,53588.45,21131,B01003_001,7722,710,127.6871276871277
21132,1935,26892.71999999997,21132,B01003_001,3110,547,622.1864951768489
21133,853,11557.72999999996,21133,B01003_001,32070,1892,26.598066729030247
21136,5753,117010.2300000019,21136,B01003_001,35038,1566,164.19316171014327
21140,372,14685.769999999997,21140,B01003_001,4255,790,87.42655699177439
21144,4088,93118.1200000007,21144,B01003_001,37041,2081,110.36419103155961
21146,4267,170297.64000000138,21146,B01003_001,29710,1689,143.62167620329853
21152,506,25937.42999999998,21152,B01003_001,6517,978,77.64308731011202
21153,84,9404.070000000003,21153,B01003_001,676,204,124.2603550295858
21154,1432,32637.779999999988,21154,B01003_001,7059,963,202.8615951267885
21155,225,8949.849999999999,21155,B01003_001,3063,660,73.45739471106758
21156,38,1853.68,21156,B01003_001,362,247,104.97237569060773
21157,4538,133764.6600000017,21157,B01003_001,39816,1944,113.97428169580068
21158,2036,62736.160000000025,21158,B01003_001,23011,1135,88.4794228847073
21160,432,7897.949999999998,21160,B01003_001,2716,756,159.05743740795288
21161,855,25529.959999999937,21161,B01003_001,5625,877,152
21162,327,8861.850000000008,21162,B01003_001,4322,618,75.65941693660342
21163,2253,31190.8699999999,21163,B01003_001,7222,767,311.9634450290778
21201,1094,21142.500000000044,21201,B01003_001,18305,1566,59.76509150505326
21202,492,22378.09999999997,21202,B01003_001,20115,1216,24.459358687546608
21204,8428,189115.3200000032,21204,B01003_001,20188,1071,417.47572815533977
21205,80,3283.3199999999997,21205,B01003_001,14684,1763,5.448106782892944
21206,814,20841.259999999973,21206,B01003_001,51020,2346,15.954527636221089
21207,511,14736.519999999984,21207,B01003_001,51765,2665,9.871534820824882
21208,3218,69404.8800000002,21208,B01003_001,37319,1885,86.22953455344462
21209,1197,39362.56999999995,21209,B01003_001,29960,2204,39.953271028037385
21210,586,22138.40999999998,21210,B01003_001,15005,893,39.05364878373875
21211,373,14625.330000000002,21211,B01003_001,15935,805,23.407593347976153
21212,1784,57711.109999999935,21212,B01003_001,33861,1974,52.68598092200467
21213,222,5964.939999999996,21213,B01003_001,28862,1842,7.691774651791283
21214,930,10893.830000000007,21214,B01003_001,21510,1718,43.23570432357043
21215,1294,21237.409999999996,21215,B01003_001,53674,2752,24.108506912098967
21216,38,780.86,21216,B01003_001,28385,2344,1.3387352474898715
21217,524,7613.850000000001,21217,B01003_001,31634,1810,16.56445596510084
21218,1068,22943.169999999973,21218,B01003_001,46548,1868,22.94405774684197
21219,1407,24274.23999999998,21219,B01003_001,9605,1032,146.48620510150965
21220,6821,123716.15000000082,21220,B01003_001,42652,2196,159.9221607427553
21221,3435,71861.3400000003,21221,B01003_001,43822,2188,78.38528592944184
21222,3186,58565.289999999986,21222,B01003_001,60013,2825,53.088497492210024
21223,189,5440.709999999999,21223,B01003_001,20728,1461,9.118101119258974
21224,4252,97096.64000000036,21224,B01003_001,44915,2124,94.66770566625848
21225,1693,20727.42999999996,21225,B01003_001,34872,1646,48.54897912365221
21226,355,6695.000000000005,21226,B01003_001,5902,1298,60.14910199932226
21227,1904,36017.46000000001,21227,B01003_001,35052,1827,54.319297044391185
21228,8380,190287.5699999994,21228,B01003_001,50268,2299,166.70645340972388
21229,1451,43146.99999999995,21229,B01003_001,44332,2465,32.73030767842642
21230,3292,42890.42000000036,21230,B01003_001,32883,1938,100.11252014718852
21231,156,11765.870000000004,21231,B01003_001,14780,1104,10.554803788903925
21234,4150,80660.86000000071,21234,B01003_001,66095,2210,62.78841062107572
21236,5367,102116.84000000118,21236,B01003_001,38632,2124,138.92627873265687
