zip,donations,total,GEOID,variable,estimate,moe,donations_per_1000
21239,11716,161538.66000000044,21239,B01003_001,28417,2114,412.28841890417704
21240,14,522,21240,B01003_001,0,13,Inf
21244,9590,141657.7900000002,21244,B01003_001,39501,2300,242.7786638312954
21250,5,206,21250,B01003_001,2959,570,1.6897600540723217
21251,9,134,21251,B01003_001,319,106,28.213166144200628
21252,9,120,21252,B01003_001,4456,247,2.0197486535008977
21285,3,650,21285,B01003_001,10,19,300
21286,12808,415242.91999999946,21286,B01003_001,21142,1217,605.8083435814966
21287,33,1663,21287,B01003_001,0,13,Inf
21401,36733,1649639.400000007,21401,B01003_001,40442,1625,908.2884130359528
21402,172,9181.1,21402,B01003_001,2727,511,63.07297396406307
21403,25115,1333098.2500000054,21403,B01003_001,32207,1921,779.799422485795
21405,1726,51961.95999999998,21405,B01003_001,383,140,4506.527415143603
21409,11407,445531.4299999982,21409,B01003_001,20619,1066,553.2276056064794
21502,7293,116830.50000000042,21502,B01003_001,41291,828,176.62444600518273
21520,197,8828.130000000001,21520,B01003_001,2056,423,95.8171206225681
21521,53,890.1600000000001,21521,B01003_001,1426,291,37.166900420757365
21523,6,46,21523,B01003_001,133,77,45.11278195488722
21524,5,7,21524,B01003_001,740,229,6.756756756756757
21529,33,886,21529,B01003_001,575,181,57.391304347826086
21530,475,11216.91,21530,B01003_001,1783,406,266.404935501963
21531,191,4804.52,21531,B01003_001,2014,321,94.83614697120159
21532,1754,43536.08000000003,21532,B01003_001,13229,662,132.5874971653186
21536,466,10208.63,21536,B01003_001,3945,388,118.12420785804817
21538,17,85,21538,B01003_001,571,175,29.7723292469352
21539,28,785.4200000000001,21539,B01003_001,2095,289,13.365155131264915
21540,1,56.18,21540,B01003_001,94,65,10.638297872340425
21541,381,19362.08,21541,B01003_001,1682,303,226.51605231866824
21545,55,972.24,21545,B01003_001,1693,259,32.486709982279976
21550,1946,54859.00000000003,21550,B01003_001,13640,705,142.66862170087975
21555,229,5493.5,21555,B01003_001,1515,317,151.15511551155114
21557,71,1640.1999999999998,21557,B01003_001,1782,483,39.84287317620651
21560,8,127.17,21560,B01003_001,0,13,Inf
21561,752,17515.689999999995,21561,B01003_001,2517,391,298.7683750496623
21562,202,2810.76,21562,B01003_001,3248,573,62.19211822660098
21601,15791,628699.1599999968,21601,B01003_001,23589,768,669.4221883081098
21607,2,350,21607,B01003_001,522,231,3.8314176245210727
21610,279,3615.8,21610,B01003_001,363,94,768.595041322314
21612,232,8710.380000000001,21612,B01003_001,557,279,416.51705565529625
21613,3942,120616.02999999994,21613,B01003_001,17945,506,219.67121760936195
21617,3054,57825.34999999997,21617,B01003_001,10401,813,293.62561292183443
21619,3573,96216.21999999994,21619,B01003_001,5776,636,618.5941828254847
21620,7513,422426.1699999993,21620,B01003_001,13636,712,550.9680258140218
21622,17,546.72,21622,B01003_001,348,105,48.850574712643684
21623,282,7916.639999999999,21623,B01003_001,2187,350,128.94375857338818
21624,164,8929.2,21624,B01003_001,201,123,815.9203980099502
21625,258,8292.2,21625,B01003_001,2329,368,110.7771575783598
21627,4,28,21627,B01003_001,27,27,148.14814814814815
21628,119,2211.88,21628,B01003_001,360,183,330.55555555555554
21629,1206,24259.210000000006,21629,B01003_001,9988,505,120.74489387264718
21631,94,3551.46,21631,B01003_001,2787,465,33.72802296376032
21632,758,8827.550000000001,21632,B01003_001,6504,482,116.54366543665436
21635,611,12718.539999999995,21635,B01003_001,1836,373,332.78867102396515
21636,58,1112,21636,B01003_001,824,272,70.3883495145631
21638,1114,33617.01,21638,B01003_001,5064,606,219.98420221169036
21639,559,10110.96,21639,B01003_001,4734,588,118.08196028728348
21640,141,3286.5,21640,B01003_001,1374,338,102.62008733624454
21641,17,197,21641,B01003_001,149,58,114.09395973154362
21643,740,13598.149999999998,21643,B01003_001,5021,515,147.3809998008365
21645,196,5711.840000000006,21645,B01003_001,1231,367,159.22014622258325
21647,635,15435.859999999995,21647,B01003_001,450,187,1411.1111111111113
21648,4,240,21648,B01003_001,181,89,22.099447513812155
21649,100,2484.55,21649,B01003_001,2205,525,45.35147392290249
21650,222,8666,21650,B01003_001,308,172,720.7792207792207
21651,297,5999.56,21651,B01003_001,2346,447,126.5984654731458
21652,249,5809.5,21652,B01003_001,143,85,1741.2587412587413
21653,75,1085,21653,B01003_001,105,64,714.2857142857143
21654,6312,175200.69,21654,B01003_001,1260,263,5009.523809523809
21655,427,15772.760000000002,21655,B01003_001,4753,454,89.8379970544919
21657,61,2836.7200000000003,21657,B01003_001,1437,388,42.44954766875435
21658,916,52629.99000000004,21658,B01003_001,3883,420,235.90007725985063
21659,1,10,21659,B01003_001,1225,346,0.8163265306122449
21660,722,14024.06,21660,B01003_001,4100,346,176.09756097560975
21661,1339,25956.929999999997,21661,B01003_001,2571,314,520.8090237261765
21662,821,71666.80999999998,21662,B01003_001,657,188,1249.619482496195
21663,3198,165478.48000000045,21663,B01003_001,3646,492,877.1256171146462
21664,37,803,21664,B01003_001,642,229,57.63239875389408
21665,141,8093.42,21665,B01003_001,164,86,859.7560975609756
21666,3570,104492.80000000018,21666,B01003_001,14193,955,251.53244557176075
21667,445,7539.389999999999,21667,B01003_001,218,97,2041.284403669725
21668,148,2688.7899999999995,21668,B01003_001,1842,339,80.34744842562432
21669,146,4473.520000000004,21669,B01003_001,186,64,784.9462365591397
21671,397,13720.66,21671,B01003_001,805,219,493.167701863354
21672,6,92,21672,B01003_001,113,86,53.097345132743364
21673,437,18756.35,21673,B01003_001,2793,352,156.4625850340136
21676,78,9237.36,21676,B01003_001,333,181,234.23423423423424
21677,28,1214,21677,B01003_001,598,195,46.82274247491638
21678,1059,22807.97999999999,21678,B01003_001,1685,317,628.486646884273
21679,213,5971.209999999999,21679,B01003_001,255,124,835.2941176470589
21701,24907,631639.1800000038,21701,B01003_001,40787,1700,610.6602593963762
21702,17174,430403.05999999936,21702,B01003_001,46596,1984,368.57240964889695
21703,8726,203219.95000000024,21703,B01003_001,39606,1671,220.32015351209412
21704,5672,213888.01000000007,21704,B01003_001,18473,1181,307.0427109835977
21705,449,9141.1,21705,B01003_001,5,8,89800
21710,1509,45716.58000000003,21710,B01003_001,4988,719,302.5260625501203
21711,30,741,21711,B01003_001,864,249,34.72222222222222
21713,1829,40567.68999999998,21713,B01003_001,9999,740,182.91829182918292
21714,426,15300.23,21714,B01003_001,272,174,1566.1764705882354
21715,93,4130,21715,B01003_001,12,22,7750
21716,2201,47591.569999999985,21716,B01003_001,6630,344,331.9758672699849
21717,97,3016.26,21717,B01003_001,209,158,464.11483253588517
21718,165,4618.8,21718,B01003_001,143,42,1153.8461538461538
21719,115,1636.0099999999998,21719,B01003_001,1145,252,100.43668122270742
21722,248,4822.030000000004,21722,B01003_001,6709,1209,36.96527053212103
21723,214,7010.54,21723,B01003_001,689,207,310.5950653120465
21727,606,16539.529999999995,21727,B01003_001,6588,422,91.98542805100182
21733,95,2380.62,21733,B01003_001,1202,437,79.03494176372712
21734,137,2700,21734,B01003_001,861,226,159.11730545876887
21737,1141,42184.98,21737,B01003_001,2406,638,474.2310889443059
21738,2133,91235.83999999994,21738,B01003_001,3786,551,563.391442155309
21740,9084,156266.82999999897,21740,B01003_001,62760,1925,144.74187380497133
21742,9377,180980.25000000055,21742,B01003_001,34549,1599,271.4116182812816
21750,1588,25647.73999999999,21750,B01003_001,3613,508,439.52394132300026
